Date,Region,Commodity,Year,Month,WeekOfYear,DayOfWeek,DayOfYear,Temperature_C,Rainfall_mm,Humidity_pct,yhat_lkr
2026-02-23,Anuradhapura,Knol-Khol,2026,2,9,0,54,32.406,156.554,73.816,261.79575
2026-03-02,Anuradhapura,Knol-Khol,2026,3,10,0,61,29.428,264.163,67.336,323.99362
2026-03-09,Anuradhapura,Knol-Khol,2026,3,11,0,68,27.013,149.756,74.454,285.74988
2026-03-16,Anuradhapura,Knol-Khol,2026,3,12,0,75,27.971999999999998,182.62,74.0,371.464
2026-03-23,Anuradhapura,Knol-Khol,2026,3,13,0,82,26.983,169.895,76.061,286.99115
2026-03-30,Anuradhapura,Knol-Khol,2026,3,14,0,89,27.779,132.661,75.367,302.63644
2026-04-06,Anuradhapura,Knol-Khol,2026,4,15,0,96,32.379,159.659,70.142,219.18253
2026-04-13,Anuradhapura,Knol-Khol,2026,4,16,0,103,29.14270833333333,213.2125,65.925,369.5129
2026-04-20,Anuradhapura,Knol-Khol,2026,4,17,0,110,27.328282828282827,154.44242424242427,76.54949494949494,259.80765
2026-04-27,Anuradhapura,Knol-Khol,2026,4,18,0,117,27.322,201.021,79.127,280.16284
2026-05-04,Anuradhapura,Knol-Khol,2026,5,19,0,124,27.122,186.53099999999998,77.574,293.69073
2026-05-11,Anuradhapura,Knol-Khol,2026,5,20,0,131,29.102999999999998,140.96200000000002,76.569,248.2495
2026-05-18,Anuradhapura,Knol-Khol,2026,5,21,0,138,32.504,195.28799999999998,66.777,215.64447
2026-05-25,Anuradhapura,Knol-Khol,2026,5,22,0,145,28.386999999999997,180.55700000000002,72.09899999999999,326.03375
2026-06-01,Anuradhapura,Knol-Khol,2026,6,23,0,152,28.304000000000002,171.91,73.334,299.35764
2026-06-08,Anuradhapura,Knol-Khol,2026,6,24,0,159,28.279,143.93200000000002,77.866,218.43985
2026-06-15,Anuradhapura,Knol-Khol,2026,6,25,0,166,28.45,158.14600000000002,75.685,286.77023
2026-06-22,Anuradhapura,Knol-Khol,2026,6,26,0,173,29.916999999999998,121.182,72.702,348.4662
2026-06-29,Anuradhapura,Knol-Khol,2026,6,27,0,180,30.894000000000002,228.828,68.811,334.568
2026-07-06,Anuradhapura,Knol-Khol,2026,7,28,0,187,27.096999999999998,137.399,73.964,326.8154
2026-07-13,Anuradhapura,Knol-Khol,2026,7,29,0,194,27.409375,210.796875,71.37395833333333,365.71445
2026-07-20,Anuradhapura,Knol-Khol,2026,7,30,0,201,27.05151515151515,184.16767676767677,77.93939393939394,301.93234
2026-07-27,Anuradhapura,Knol-Khol,2026,7,31,0,208,26.882999999999996,168.82299999999998,75.99600000000001,271.8263
2026-08-03,Anuradhapura,Knol-Khol,2026,8,32,0,215,31.921999999999997,148.87,74.367,186.82843
2026-08-10,Anuradhapura,Knol-Khol,2026,8,33,0,222,29.965,264.712,67.626,311.0726
2026-08-17,Anuradhapura,Knol-Khol,2026,8,34,0,229,26.906999999999996,151.616,74.774,274.2794
2026-08-24,Anuradhapura,Knol-Khol,2026,8,35,0,236,28.08,191.452,72.472,400.93033
2026-08-31,Anuradhapura,Knol-Khol,2026,8,36,0,243,26.955,158.16899999999998,76.863,283.90662
2026-09-07,Anuradhapura,Knol-Khol,2026,9,37,0,250,27.541,143.435,74.961,268.29797
2026-09-14,Anuradhapura,Knol-Khol,2026,9,38,0,257,32.086,146.804,71.658,257.1049
2026-09-21,Anuradhapura,Knol-Khol,2026,9,39,0,264,29.555,218.196,65.028,356.16876
2026-09-28,Anuradhapura,Knol-Khol,2026,9,40,0,271,27.377,152.16899999999998,76.616,287.62225
2026-10-05,Anuradhapura,Knol-Khol,2026,10,41,0,278,27.379,204.157,78.857,332.48105
2026-10-12,Anuradhapura,Knol-Khol,2026,10,42,0,285,27.027083333333334,184.52916666666667,78.06458333333333,298.97775
2026-10-19,Anuradhapura,Knol-Khol,2026,10,43,0,292,28.76969696969697,150.15959595959595,76.63737373737374,287.51123
2026-10-26,Anuradhapura,Knol-Khol,2026,10,44,0,299,32.489000000000004,178.25599999999997,67.65400000000001,156.54765
2026-11-02,Anuradhapura,Knol-Khol,2026,11,45,0,306,28.756,191.892,70.779,365.99234
2026-11-09,Anuradhapura,Knol-Khol,2026,11,46,0,313,28.189,169.334,73.491,345.83478
2026-11-16,Anuradhapura,Knol-Khol,2026,11,47,0,320,28.469,149.96200000000002,78.3,256.54773
2026-11-23,Anuradhapura,Knol-Khol,2026,11,48,0,327,28.256,155.25199999999998,74.847,264.66962
2026-11-30,Anuradhapura,Knol-Khol,2026,11,49,0,334,29.563000000000002,124.824,73.474,346.08646
2026-12-07,Anuradhapura,Knol-Khol,2026,12,50,0,341,31.198,218.426,69.35300000000001,325.3188
2026-12-14,Anuradhapura,Knol-Khol,2026,12,51,0,348,27.401,141.445,73.555,335.5406
2026-12-21,Anuradhapura,Knol-Khol,2026,12,52,0,355,27.344,207.149,70.75,375.37628
2026-12-28,Anuradhapura,Knol-Khol,2026,12,53,0,362,27.04,299.46000000000004,71.72,389.46893
2026-01-05,Anuradhapura,Leeks,2026,1,2,0,5,28.529,161.054,76.32300000000001,300.7195
2026-01-12,Anuradhapura,Leeks,2026,1,3,0,12,30.229166666666668,117.43958333333335,72.33854166666667,279.75833
2026-01-19,Anuradhapura,Leeks,2026,1,4,0,19,30.795959595959598,235.569696969697,68.3080808080808,352.06036
2026-01-26,Anuradhapura,Leeks,2026,1,5,0,26,26.945,134.876,74.094,304.4718
2026-02-02,Anuradhapura,Leeks,2026,2,6,0,33,27.38,208.74599999999998,72.572,354.90384
2026-02-09,Anuradhapura,Leeks,2026,2,7,0,40,27.215999999999998,191.48,76.818,376.3129
2026-02-16,Anuradhapura,Leeks,2026,2,8,0,47,26.842,158.696,76.625,281.94708
2026-02-23,Anuradhapura,Leeks,2026,2,9,0,54,32.406,156.554,73.816,267.76743
2026-03-02,Anuradhapura,Leeks,2026,3,10,0,61,29.428,264.163,67.336,302.9226
2026-03-09,Anuradhapura,Leeks,2026,3,11,0,68,27.013,149.756,74.454,309.65887
2026-03-16,Anuradhapura,Leeks,2026,3,12,0,75,27.971999999999998,182.62,74.0,363.08252
2026-03-23,Anuradhapura,Leeks,2026,3,13,0,82,26.983,169.895,76.061,279.47684
2026-03-30,Anuradhapura,Leeks,2026,3,14,0,89,27.779,132.661,75.367,327.5907
2026-04-06,Anuradhapura,Leeks,2026,4,15,0,96,32.379,159.659,70.142,302.3628
2026-04-13,Anuradhapura,Leeks,2026,4,16,0,103,29.14270833333333,213.2125,65.925,260.9394
2026-04-20,Anuradhapura,Leeks,2026,4,17,0,110,27.328282828282827,154.44242424242427,76.54949494949494,262.96643
2026-04-27,Anuradhapura,Leeks,2026,4,18,0,117,27.322,201.021,79.127,343.84177
2026-05-04,Anuradhapura,Leeks,2026,5,19,0,124,27.122,186.53099999999998,77.574,316.0489
2026-05-11,Anuradhapura,Leeks,2026,5,20,0,131,29.102999999999998,140.96200000000002,76.569,307.24725
2026-05-18,Anuradhapura,Leeks,2026,5,21,0,138,32.504,195.28799999999998,66.777,275.12402
2026-05-25,Anuradhapura,Leeks,2026,5,22,0,145,28.386999999999997,180.55700000000002,72.09899999999999,336.0866
2026-06-01,Anuradhapura,Leeks,2026,6,23,0,152,28.304000000000002,171.91,73.334,326.49753
2026-06-08,Anuradhapura,Leeks,2026,6,24,0,159,28.279,143.93200000000002,77.866,339.11023
2026-06-15,Anuradhapura,Leeks,2026,6,25,0,166,28.45,158.14600000000002,75.685,305.9705
2026-06-22,Anuradhapura,Leeks,2026,6,26,0,173,29.916999999999998,121.182,72.702,270.79623
2026-06-29,Anuradhapura,Leeks,2026,6,27,0,180,30.894000000000002,228.828,68.811,354.62418
2026-07-06,Anuradhapura,Leeks,2026,7,28,0,187,27.096999999999998,137.399,73.964,292.0453
2026-07-13,Anuradhapura,Leeks,2026,7,29,0,194,27.409375,210.796875,71.37395833333333,358.81158
2026-07-20,Anuradhapura,Leeks,2026,7,30,0,201,27.05151515151515,184.16767676767677,77.93939393939394,334.92044
2026-07-27,Anuradhapura,Leeks,2026,7,31,0,208,26.882999999999996,168.82299999999998,75.99600000000001,266.35773
2026-08-03,Anuradhapura,Leeks,2026,8,32,0,215,31.921999999999997,148.87,74.367,288.8148
2026-08-10,Anuradhapura,Leeks,2026,8,33,0,222,29.965,264.712,67.626,310.42368
2026-08-17,Anuradhapura,Leeks,2026,8,34,0,229,26.906999999999996,151.616,74.774,314.54004
2026-08-24,Anuradhapura,Leeks,2026,8,35,0,236,28.08,191.452,72.472,362.47037
2026-08-31,Anuradhapura,Leeks,2026,8,36,0,243,26.955,158.16899999999998,76.863,292.70364
2026-09-07,Anuradhapura,Leeks,2026,9,37,0,250,27.541,143.435,74.961,344.4409
2026-09-14,Anuradhapura,Leeks,2026,9,38,0,257,32.086,146.804,71.658,264.86694
2026-09-21,Anuradhapura,Leeks,2026,9,39,0,264,29.555,218.196,65.028,273.82162
2026-09-28,Anuradhapura,Leeks,2026,9,40,0,271,27.377,152.16899999999998,76.616,311.46426
2026-10-05,Anuradhapura,Leeks,2026,10,41,0,278,27.379,204.157,78.857,371.6223
2026-10-12,Anuradhapura,Leeks,2026,10,42,0,285,27.027083333333334,184.52916666666667,78.06458333333333,339.46555
2026-10-19,Anuradhapura,Leeks,2026,10,43,0,292,28.76969696969697,150.15959595959595,76.63737373737374,320.64243
2026-10-26,Anuradhapura,Leeks,2026,10,44,0,299,32.489000000000004,178.25599999999997,67.65400000000001,271.08453
2026-11-02,Anuradhapura,Leeks,2026,11,45,0,306,28.756,191.892,70.779,344.37045
2026-11-09,Anuradhapura,Leeks,2026,11,46,0,313,28.189,169.334,73.491,324.06937
2026-11-16,Anuradhapura,Leeks,2026,11,47,0,320,28.469,149.96200000000002,78.3,336.70737
2026-11-23,Anuradhapura,Leeks,2026,11,48,0,327,28.256,155.25199999999998,74.847,327.9024
2026-11-30,Anuradhapura,Leeks,2026,11,49,0,334,29.563000000000002,124.824,73.474,303.94904
2026-12-07,Anuradhapura,Leeks,2026,12,50,0,341,31.198,218.426,69.35300000000001,299.87045
2026-12-14,Anuradhapura,Leeks,2026,12,51,0,348,27.401,141.445,73.555,346.1849
2026-12-21,Anuradhapura,Leeks,2026,12,52,0,355,27.344,207.149,70.75,357.7443
2026-12-28,Anuradhapura,Leeks,2026,12,53,0,362,27.04,299.46000000000004,71.72,383.41083
2026-01-05,Anuradhapura,Long Purple Eggplant,2026,1,2,0,5,28.529,161.054,76.32300000000001,226.61174
2026-01-12,Anuradhapura,Long Purple Eggplant,2026,1,3,0,12,30.229166666666668,117.43958333333335,72.33854166666667,232.67459
2026-01-19,Anuradhapura,Long Purple Eggplant,2026,1,4,0,19,30.795959595959598,235.569696969697,68.3080808080808,192.9703
2026-01-26,Anuradhapura,Long Purple Eggplant,2026,1,5,0,26,26.945,134.876,74.094,225.08484
2026-02-02,Anuradhapura,Long Purple Eggplant,2026,2,6,0,33,27.38,208.74599999999998,72.572,159.85028
2026-02-09,Anuradhapura,Long Purple Eggplant,2026,2,7,0,40,27.215999999999998,191.48,76.818,225.04257
2026-02-16,Anuradhapura,Long Purple Eggplant,2026,2,8,0,47,26.842,158.696,76.625,194.13309
2026-02-23,Anuradhapura,Long Purple Eggplant,2026,2,9,0,54,32.406,156.554,73.816,300.84537
2026-03-02,Anuradhapura,Long Purple Eggplant,2026,3,10,0,61,29.428,264.163,67.336,200.36989
2026-03-09,Anuradhapura,Long Purple Eggplant,2026,3,11,0,68,27.013,149.756,74.454,233.22612
2026-03-16,Anuradhapura,Long Purple Eggplant,2026,3,12,0,75,27.971999999999998,182.62,74.0,222.83542
2026-03-23,Anuradhapura,Long Purple Eggplant,2026,3,13,0,82,26.983,169.895,76.061,213.54007
2026-03-30,Anuradhapura,Long Purple Eggplant,2026,3,14,0,89,27.779,132.661,75.367,153.23743
2026-04-06,Anuradhapura,Long Purple Eggplant,2026,4,15,0,96,32.379,159.659,70.142,271.97098
2026-04-13,Anuradhapura,Long Purple Eggplant,2026,4,16,0,103,29.14270833333333,213.2125,65.925,191.27472
2026-04-20,Anuradhapura,Long Purple Eggplant,2026,4,17,0,110,27.328282828282827,154.44242424242427,76.54949494949494,159.60632
2026-04-27,Anuradhapura,Long Purple Eggplant,2026,4,18,0,117,27.322,201.021,79.127,192.325
2026-05-04,Anuradhapura,Long Purple Eggplant,2026,5,19,0,124,27.122,186.53099999999998,77.574,220.92395
2026-05-11,Anuradhapura,Long Purple Eggplant,2026,5,20,0,131,29.102999999999998,140.96200000000002,76.569,205.88254
2026-05-18,Anuradhapura,Long Purple Eggplant,2026,5,21,0,138,32.504,195.28799999999998,66.777,250.48605
2026-05-25,Anuradhapura,Long Purple Eggplant,2026,5,22,0,145,28.386999999999997,180.55700000000002,72.09899999999999,147.80544
2026-06-01,Anuradhapura,Long Purple Eggplant,2026,6,23,0,152,28.304000000000002,171.91,73.334,195.4906
2026-06-08,Anuradhapura,Long Purple Eggplant,2026,6,24,0,159,28.279,143.93200000000002,77.866,116.39817
2026-06-15,Anuradhapura,Long Purple Eggplant,2026,6,25,0,166,28.45,158.14600000000002,75.685,166.81429
2026-06-22,Anuradhapura,Long Purple Eggplant,2026,6,26,0,173,29.916999999999998,121.182,72.702,252.68877
2026-06-29,Anuradhapura,Long Purple Eggplant,2026,6,27,0,180,30.894000000000002,228.828,68.811,208.44269
2026-07-06,Anuradhapura,Long Purple Eggplant,2026,7,28,0,187,27.096999999999998,137.399,73.964,247.46935
2026-07-13,Anuradhapura,Long Purple Eggplant,2026,7,29,0,194,27.409375,210.796875,71.37395833333333,166.0795
2026-07-20,Anuradhapura,Long Purple Eggplant,2026,7,30,0,201,27.05151515151515,184.16767676767677,77.93939393939394,239.46513
2026-07-27,Anuradhapura,Long Purple Eggplant,2026,7,31,0,208,26.882999999999996,168.82299999999998,75.99600000000001,226.50865
2026-08-03,Anuradhapura,Long Purple Eggplant,2026,8,32,0,215,31.921999999999997,148.87,74.367,246.13441
2026-08-10,Anuradhapura,Long Purple Eggplant,2026,8,33,0,222,29.965,264.712,67.626,178.07849
2026-08-17,Anuradhapura,Long Purple Eggplant,2026,8,34,0,229,26.906999999999996,151.616,74.774,212.95912
2026-08-24,Anuradhapura,Long Purple Eggplant,2026,8,35,0,236,28.08,191.452,72.472,192.75253
2026-08-31,Anuradhapura,Long Purple Eggplant,2026,8,36,0,243,26.955,158.16899999999998,76.863,189.21904
2026-09-07,Anuradhapura,Long Purple Eggplant,2026,9,37,0,250,27.541,143.435,74.961,169.31909
2026-09-14,Anuradhapura,Long Purple Eggplant,2026,9,38,0,257,32.086,146.804,71.658,221.96793
2026-09-21,Anuradhapura,Long Purple Eggplant,2026,9,39,0,264,29.555,218.196,65.028,178.09517
2026-09-28,Anuradhapura,Long Purple Eggplant,2026,9,40,0,271,27.377,152.16899999999998,76.616,197.44608
2026-10-05,Anuradhapura,Long Purple Eggplant,2026,10,41,0,278,27.379,204.157,78.857,209.78835
2026-10-12,Anuradhapura,Long Purple Eggplant,2026,10,42,0,285,27.027083333333334,184.52916666666667,78.06458333333333,239.40074
2026-10-19,Anuradhapura,Long Purple Eggplant,2026,10,43,0,292,28.76969696969697,150.15959595959595,76.63737373737374,251.90114
2026-10-26,Anuradhapura,Long Purple Eggplant,2026,10,44,0,299,32.489000000000004,178.25599999999997,67.65400000000001,290.5966
2026-11-02,Anuradhapura,Long Purple Eggplant,2026,11,45,0,306,28.756,191.892,70.779,268.24875
2026-11-09,Anuradhapura,Long Purple Eggplant,2026,11,46,0,313,28.189,169.334,73.491,212.5959
2026-11-16,Anuradhapura,Long Purple Eggplant,2026,11,47,0,320,28.469,149.96200000000002,78.3,186.79932
2026-11-23,Anuradhapura,Long Purple Eggplant,2026,11,48,0,327,28.256,155.25199999999998,74.847,146.83325
2026-11-30,Anuradhapura,Long Purple Eggplant,2026,11,49,0,334,29.563000000000002,124.824,73.474,274.89944
2026-12-07,Anuradhapura,Long Purple Eggplant,2026,12,50,0,341,31.198,218.426,69.35300000000001,199.44173
2026-12-14,Anuradhapura,Long Purple Eggplant,2026,12,51,0,348,27.401,141.445,73.555,283.8183
2026-12-21,Anuradhapura,Long Purple Eggplant,2026,12,52,0,355,27.344,207.149,70.75,178.658
2026-12-28,Anuradhapura,Long Purple Eggplant,2026,12,53,0,362,27.04,299.46000000000004,71.72,189.49649
2026-01-05,Anuradhapura,Manioc,2026,1,2,0,5,28.529,161.054,76.32300000000001,229.08575
2026-01-12,Anuradhapura,Manioc,2026,1,3,0,12,30.229166666666668,117.43958333333335,72.33854166666667,262.33246
2026-01-19,Anuradhapura,Manioc,2026,1,4,0,19,30.795959595959598,235.569696969697,68.3080808080808,322.93686
2026-01-26,Anuradhapura,Manioc,2026,1,5,0,26,26.945,134.876,74.094,322.1335
2026-02-02,Anuradhapura,Manioc,2026,2,6,0,33,27.38,208.74599999999998,72.572,242.85857
2026-02-09,Anuradhapura,Manioc,2026,2,7,0,40,27.215999999999998,191.48,76.818,237.64146
2026-02-16,Anuradhapura,Manioc,2026,2,8,0,47,26.842,158.696,76.625,249.10353
2026-02-23,Anuradhapura,Manioc,2026,2,9,0,54,32.406,156.554,73.816,216.82184
2026-03-02,Anuradhapura,Manioc,2026,3,10,0,61,29.428,264.163,67.336,279.60986
2026-03-09,Anuradhapura,Manioc,2026,3,11,0,68,27.013,149.756,74.454,264.83963
2026-03-16,Anuradhapura,Manioc,2026,3,12,0,75,27.971999999999998,182.62,74.0,237.38301
2026-03-23,Anuradhapura,Manioc,2026,3,13,0,82,26.983,169.895,76.061,233.66333
2026-03-30,Anuradhapura,Manioc,2026,3,14,0,89,27.779,132.661,75.367,250.91269
2026-04-06,Anuradhapura,Manioc,2026,4,15,0,96,32.379,159.659,70.142,242.49533
2026-04-13,Anuradhapura,Manioc,2026,4,16,0,103,29.14270833333333,213.2125,65.925,230.38214
2026-04-20,Anuradhapura,Manioc,2026,4,17,0,110,27.328282828282827,154.44242424242427,76.54949494949494,200.80771
2026-04-27,Anuradhapura,Manioc,2026,4,18,0,117,27.322,201.021,79.127,256.18152
2026-05-04,Anuradhapura,Manioc,2026,5,19,0,124,27.122,186.53099999999998,77.574,259.91025
2026-05-11,Anuradhapura,Manioc,2026,5,20,0,131,29.102999999999998,140.96200000000002,76.569,225.15517
2026-05-18,Anuradhapura,Manioc,2026,5,21,0,138,32.504,195.28799999999998,66.777,219.20692
2026-05-25,Anuradhapura,Manioc,2026,5,22,0,145,28.386999999999997,180.55700000000002,72.09899999999999,252.49683
2026-06-01,Anuradhapura,Manioc,2026,6,23,0,152,28.304000000000002,171.91,73.334,233.72313
2026-06-08,Anuradhapura,Manioc,2026,6,24,0,159,28.279,143.93200000000002,77.866,258.80563
2026-06-15,Anuradhapura,Manioc,2026,6,25,0,166,28.45,158.14600000000002,75.685,224.2489
2026-06-22,Anuradhapura,Manioc,2026,6,26,0,173,29.916999999999998,121.182,72.702,246.36665
2026-06-29,Anuradhapura,Manioc,2026,6,27,0,180,30.894000000000002,228.828,68.811,305.3762
2026-07-06,Anuradhapura,Manioc,2026,7,28,0,187,27.096999999999998,137.399,73.964,343.20532
2026-07-13,Anuradhapura,Manioc,2026,7,29,0,194,27.409375,210.796875,71.37395833333333,239.02608
2026-07-20,Anuradhapura,Manioc,2026,7,30,0,201,27.05151515151515,184.16767676767677,77.93939393939394,254.45412
2026-07-27,Anuradhapura,Manioc,2026,7,31,0,208,26.882999999999996,168.82299999999998,75.99600000000001,226.25691
2026-08-03,Anuradhapura,Manioc,2026,8,32,0,215,31.921999999999997,148.87,74.367,211.93321
2026-08-10,Anuradhapura,Manioc,2026,8,33,0,222,29.965,264.712,67.626,238.20969
2026-08-17,Anuradhapura,Manioc,2026,8,34,0,229,26.906999999999996,151.616,74.774,236.43585
2026-08-24,Anuradhapura,Manioc,2026,8,35,0,236,28.08,191.452,72.472,270.54202
2026-08-31,Anuradhapura,Manioc,2026,8,36,0,243,26.955,158.16899999999998,76.863,248.80974
2026-09-07,Anuradhapura,Manioc,2026,9,37,0,250,27.541,143.435,74.961,270.94827
2026-09-14,Anuradhapura,Manioc,2026,9,38,0,257,32.086,146.804,71.658,222.77461
2026-09-21,Anuradhapura,Manioc,2026,9,39,0,264,29.555,218.196,65.028,262.0542
2026-09-28,Anuradhapura,Manioc,2026,9,40,0,271,27.377,152.16899999999998,76.616,220.31532
2026-10-05,Anuradhapura,Manioc,2026,10,41,0,278,27.379,204.157,78.857,237.97505
2026-10-12,Anuradhapura,Manioc,2026,10,42,0,285,27.027083333333334,184.52916666666667,78.06458333333333,256.9937
2026-10-19,Anuradhapura,Manioc,2026,10,43,0,292,28.76969696969697,150.15959595959595,76.63737373737374,210.24777
2026-10-26,Anuradhapura,Manioc,2026,10,44,0,299,32.489000000000004,178.25599999999997,67.65400000000001,235.48111
2026-11-02,Anuradhapura,Manioc,2026,11,45,0,306,28.756,191.892,70.779,274.0848
2026-11-09,Anuradhapura,Manioc,2026,11,46,0,313,28.189,169.334,73.491,242.09573
2026-11-16,Anuradhapura,Manioc,2026,11,47,0,320,28.469,149.96200000000002,78.3,190.58237
2026-11-23,Anuradhapura,Manioc,2026,11,48,0,327,28.256,155.25199999999998,74.847,216.31268
2026-11-30,Anuradhapura,Manioc,2026,11,49,0,334,29.563000000000002,124.824,73.474,279.28354
2026-12-07,Anuradhapura,Manioc,2026,12,50,0,341,31.198,218.426,69.35300000000001,342.14908
2026-12-14,Anuradhapura,Manioc,2026,12,51,0,348,27.401,141.445,73.555,302.3222
2026-12-21,Anuradhapura,Manioc,2026,12,52,0,355,27.344,207.149,70.75,253.90755
2026-12-28,Anuradhapura,Manioc,2026,12,53,0,362,27.04,299.46000000000004,71.72,327.99536
2026-01-05,Anuradhapura,Onion,2026,1,2,0,5,28.529,161.054,76.32300000000001,324.96307
2026-01-12,Anuradhapura,Onion,2026,1,3,0,12,30.229166666666668,117.43958333333335,72.33854166666667,338.97873
2026-01-19,Anuradhapura,Onion,2026,1,4,0,19,30.795959595959598,235.569696969697,68.3080808080808,276.44925
2026-01-26,Anuradhapura,Onion,2026,1,5,0,26,26.945,134.876,74.094,322.92078
2026-02-02,Anuradhapura,Onion,2026,2,6,0,33,27.38,208.74599999999998,72.572,312.76242
2026-02-09,Anuradhapura,Onion,2026,2,7,0,40,27.215999999999998,191.48,76.818,335.02618
2026-02-16,Anuradhapura,Onion,2026,2,8,0,47,26.842,158.696,76.625,313.28018
2026-02-23,Anuradhapura,Onion,2026,2,9,0,54,32.406,156.554,73.816,292.48505
2026-03-02,Anuradhapura,Onion,2026,3,10,0,61,29.428,264.163,67.336,356.52393
2026-03-09,Anuradhapura,Onion,2026,3,11,0,68,27.013,149.756,74.454,366.01938
2026-03-16,Anuradhapura,Onion,2026,3,12,0,75,27.971999999999998,182.62,74.0,326.1335
2026-03-23,Anuradhapura,Onion,2026,3,13,0,82,26.983,169.895,76.061,355.12726
2026-03-30,Anuradhapura,Onion,2026,3,14,0,89,27.779,132.661,75.367,342.62918
2026-04-06,Anuradhapura,Onion,2026,4,15,0,96,32.379,159.659,70.142,267.82446
2026-04-13,Anuradhapura,Onion,2026,4,16,0,103,29.14270833333333,213.2125,65.925,371.671
2026-04-20,Anuradhapura,Onion,2026,4,17,0,110,27.328282828282827,154.44242424242427,76.54949494949494,251.52913
2026-04-27,Anuradhapura,Onion,2026,4,18,0,117,27.322,201.021,79.127,297.80078
2026-05-04,Anuradhapura,Onion,2026,5,19,0,124,27.122,186.53099999999998,77.574,348.3561
2026-05-11,Anuradhapura,Onion,2026,5,20,0,131,29.102999999999998,140.96200000000002,76.569,230.2844
2026-05-18,Anuradhapura,Onion,2026,5,21,0,138,32.504,195.28799999999998,66.777,301.50894
2026-05-25,Anuradhapura,Onion,2026,5,22,0,145,28.386999999999997,180.55700000000002,72.09899999999999,324.37994
2026-06-01,Anuradhapura,Onion,2026,6,23,0,152,28.304000000000002,171.91,73.334,332.0478
2026-06-08,Anuradhapura,Onion,2026,6,24,0,159,28.279,143.93200000000002,77.866,308.4216
2026-06-15,Anuradhapura,Onion,2026,6,25,0,166,28.45,158.14600000000002,75.685,320.10266
2026-06-22,Anuradhapura,Onion,2026,6,26,0,173,29.916999999999998,121.182,72.702,333.02277
2026-06-29,Anuradhapura,Onion,2026,6,27,0,180,30.894000000000002,228.828,68.811,320.90515
2026-07-06,Anuradhapura,Onion,2026,7,28,0,187,27.096999999999998,137.399,73.964,336.52792
2026-07-13,Anuradhapura,Onion,2026,7,29,0,194,27.409375,210.796875,71.37395833333333,345.86194
2026-07-20,Anuradhapura,Onion,2026,7,30,0,201,27.05151515151515,184.16767676767677,77.93939393939394,319.86865
2026-07-27,Anuradhapura,Onion,2026,7,31,0,208,26.882999999999996,168.82299999999998,75.99600000000001,361.33395
2026-08-03,Anuradhapura,Onion,2026,8,32,0,215,31.921999999999997,148.87,74.367,304.28247
2026-08-10,Anuradhapura,Onion,2026,8,33,0,222,29.965,264.712,67.626,375.1266
2026-08-17,Anuradhapura,Onion,2026,8,34,0,229,26.906999999999996,151.616,74.774,361.82376
2026-08-24,Anuradhapura,Onion,2026,8,35,0,236,28.08,191.452,72.472,355.5832
2026-08-31,Anuradhapura,Onion,2026,8,36,0,243,26.955,158.16899999999998,76.863,324.9401
2026-09-07,Anuradhapura,Onion,2026,9,37,0,250,27.541,143.435,74.961,320.82135
2026-09-14,Anuradhapura,Onion,2026,9,38,0,257,32.086,146.804,71.658,270.8673
2026-09-21,Anuradhapura,Onion,2026,9,39,0,264,29.555,218.196,65.028,302.6284
2026-09-28,Anuradhapura,Onion,2026,9,40,0,271,27.377,152.16899999999998,76.616,317.204
2026-10-05,Anuradhapura,Onion,2026,10,41,0,278,27.379,204.157,78.857,279.40363
2026-10-12,Anuradhapura,Onion,2026,10,42,0,285,27.027083333333334,184.52916666666667,78.06458333333333,314.65332
2026-10-19,Anuradhapura,Onion,2026,10,43,0,292,28.76969696969697,150.15959595959595,76.63737373737374,305.06082
2026-10-26,Anuradhapura,Onion,2026,10,44,0,299,32.489000000000004,178.25599999999997,67.65400000000001,269.39798
2026-11-02,Anuradhapura,Onion,2026,11,45,0,306,28.756,191.892,70.779,325.2893
2026-11-09,Anuradhapura,Onion,2026,11,46,0,313,28.189,169.334,73.491,375.0345
2026-11-16,Anuradhapura,Onion,2026,11,47,0,320,28.469,149.96200000000002,78.3,314.73663
2026-11-23,Anuradhapura,Onion,2026,11,48,0,327,28.256,155.25199999999998,74.847,336.796
2026-11-30,Anuradhapura,Onion,2026,11,49,0,334,29.563000000000002,124.824,73.474,316.73688
2026-12-07,Anuradhapura,Onion,2026,12,50,0,341,31.198,218.426,69.35300000000001,315.8359
2026-12-14,Anuradhapura,Onion,2026,12,51,0,348,27.401,141.445,73.555,319.62595
2026-12-21,Anuradhapura,Onion,2026,12,52,0,355,27.344,207.149,70.75,305.37817
2026-12-28,Anuradhapura,Onion,2026,12,53,0,362,27.04,299.46000000000004,71.72,352.3211
2026-01-05,Anuradhapura,Pennywort,2026,1,2,0,5,28.529,161.054,76.32300000000001,270.54074
2026-01-12,Anuradhapura,Pennywort,2026,1,3,0,12,30.229166666666668,117.43958333333335,72.33854166666667,300.79367
2026-01-19,Anuradhapura,Pennywort,2026,1,4,0,19,30.795959595959598,235.569696969697,68.3080808080808,351.09378
2026-01-26,Anuradhapura,Pennywort,2026,1,5,0,26,26.945,134.876,74.094,331.43033
2026-02-02,Anuradhapura,Pennywort,2026,2,6,0,33,27.38,208.74599999999998,72.572,338.98236
2026-02-09,Anuradhapura,Pennywort,2026,2,7,0,40,27.215999999999998,191.48,76.818,322.55115
2026-02-16,Anuradhapura,Pennywort,2026,2,8,0,47,26.842,158.696,76.625,269.2891
